"city_or_region","latitude","longitude","connection_order"
"West Jerusalem","36.229","34.505","98"
"West Jerusalem","36.257","34.857","99"
"West Jerusalem","36.267","35.21","100"
"Golan Heights","37.517","35.78","1"
"Golan Heights","37.507","36.139","2"
"Golan Heights","37.478","36.497","3"
"Golan Heights","37.431","36.851","4"
"Golan Heights","37.365","37.2","5"
"Golan Heights","37.28","37.542","6"
"Golan Heights","37.177","37.876","7"
"Golan Heights","37.057","38.2","8"
"Golan Heights","36.92","38.513","9"
"Golan Heights","36.767","38.813","10"
"Golan Heights","36.598","39.099","11"
"Golan Heights","36.414","39.37","12"
"Golan Heights","36.216","39.625","13"
"Golan Heights","36.005","39.862","14"
"Golan Heights","35.782","40.082","15"
"Golan Heights","35.548","40.282","16"
"Golan Heights","35.304","40.462","17"
"Golan Heights","35.051","40.622","18"
"Golan Heights","34.789","40.762","19"
"Golan Heights","34.521","40.88","20"
"Golan Heights","34.248","40.976","21"
"Golan Heights","33.97","41.051","22"
"Golan Heights","33.688","41.104","23"
"Golan Heights","33.404","41.136","24"
"Golan Heights","33.119","41.145","25"
"Golan Heights","32.834","41.133","26"
"Golan Heights","32.551","41.1","27"
"Golan Heights","32.269","41.046","28"
"Golan Heights","31.991","40.971","29"
"Golan Heights","31.718","40.876","30"
"Golan Heights","31.45","40.762","31"
"Golan Heights","31.189","40.629","32"
"Golan Heights","30.935","40.478","33"
"Golan Heights","30.69","40.308","34"
"Golan Heights","30.454","40.123","35"
"Golan Heights","30.228","39.921","36"
"Golan Heights","30.014","39.704","37"
"Golan Heights","29.811","39.472","38"
"Golan Heights","29.621","39.227","39"
"Golan Heights","29.445","38.97","40"
"Golan Heights","29.282","38.702","41"
"Golan Heights","29.134","38.423","42"
"Golan Heights","29.001","38.134","43"
"Golan Heights","28.884","37.837","44"
"Halabja","33.067","41.182","68"
"Halabja","33.321","41.025","69"
"Halabja","33.582","40.888","70"
"Halabja","33.849","40.77","71"
"Halabja","34.122","40.671","72"
"Halabja","34.4","40.593","73"
"Halabja","34.681","40.536","74"
"Halabja","34.965","40.501","75"
"Halabja","35.25","40.487","76"
"Halabja","35.535","40.496","77"
"Halabja","35.818","40.526","78"
"Halabja","36.1","40.579","79"
"Halabja","36.379","40.655","80"
"Halabja","36.653","40.752","81"
"Halabja","36.921","40.872","82"
"Halabja","37.183","41.014","83"
"Halabja","37.437","41.177","84"
"Halabja","37.681","41.362","85"
"Halabja","37.916","41.566","86"
"Halabja","38.14","41.791","87"
"Halabja","38.351","42.034","88"
"Halabja","38.549","42.295","89"
"Halabja","38.734","42.574","90"
"Halabja","38.903","42.868","91"
"Halabja","39.057","43.176","92"
"Halabja","39.195","43.498","93"
"Halabja","39.316","43.832","94"
"Halabja","39.419","44.175","95"
"Halabja","39.504","44.528","96"
"Halabja","39.57","44.887","97"
"Halabja","39.618","45.252","98"
"Halabja","39.647","45.62","99"
"Halabja","39.657","45.99","100"
"Kuwait City","33.867","47.97","1"
"Kuwait City","33.857","48.313","2"
"Kuwait City","33.829","48.655","3"
"Kuwait City","33.781","48.993","4"
"Kuwait City","33.716","49.326","5"
"Kuwait City","33.632","49.654","6"
"Kuwait City","33.53","49.973","7"
"Kuwait City","33.41","50.283","8"
"Kuwait City","33.274","50.583","9"
"Kuwait City","33.121","50.871","10"
"Kuwait City","32.953","51.146","11"
"Kuwait City","32.771","51.406","12"
"Kuwait City","32.574","51.651","13"
"Kuwait City","32.364","51.88","14"
"Kuwait City","32.142","52.091","15"
"Kuwait City","31.909","52.284","16"
"Kuwait City","31.666","52.459","17"
"Kuwait City","31.413","52.615","18"
"Kuwait City","31.153","52.75","19"
"Kuwait City","30.885","52.865","20"
"Kuwait City","30.612","52.96","21"
"Kuwait City","30.334","53.034","22"
"Kuwait City","30.053","53.088","23"
"Kuwait City","29.769","53.12","24"
"Kuwait City","29.485","53.131","25"
"Kuwait City","29.2","53.122","26"
"Kuwait City","28.916","53.092","27"
"Kuwait City","28.634","53.042","28"
"Kuwait City","28.356","52.973","29"
"Kuwait City","28.082","52.883","30"
"Kuwait City","27.813","52.775","31"
"Kuwait City","27.551","52.648","32"
"Kuwait City","27.297","52.504","33"
"Kuwait City","27.051","52.342","34"
"Kuwait City","26.814","52.164","35"
"Kuwait City","26.587","51.971","36"
"Kuwait City","26.372","51.762","37"
"Kuwait City","26.168","51.539","38"
"Kuwait City","25.978","51.304","39"
"Kuwait City","25.8","51.056","40"
"Kuwait City","25.637","50.797","41"
"Kuwait City","25.488","50.527","42"
"Kuwait City","25.354","50.248","43"
"Kuwait City","25.236","49.961","44"
"Kuwait City","25.134","49.667","45"
"Kuwait City","25.048","49.367","46"
"Kuwait City","24.979","49.062","47"
"Kuwait City","24.928","48.753","48"
"Kuwait City","24.893","48.441","49"
"Kuwait City","24.876","48.127","50"
"Kuwait City","24.876","47.813","51"
"Kuwait City","24.893","47.499","52"
"Kuwait City","24.928","47.187","53"
"Kuwait City","24.979","46.878","54"
"Kuwait City","25.048","46.573","55"
"Kuwait City","25.134","46.273","56"
"Kuwait City","25.236","45.979","57"
"Kuwait City","25.354","45.692","58"
"Kuwait City","25.488","45.413","59"
"Kuwait City","25.637","45.143","60"
"Kuwait City","25.8","44.884","61"
"Kuwait City","25.978","44.636","62"
"Kuwait City","26.168","44.401","63"
"Kuwait City","26.372","44.178","64"
"Kuwait City","26.587","43.969","65"
"Kuwait City","26.814","43.776","66"
"Kuwait City","27.051","43.598","67"
"Kuwait City","27.297","43.436","68"
"Kuwait City","27.551","43.292","69"
"Kuwait City","27.813","43.165","70"
"Kuwait City","28.082","43.057","71"
"Kuwait City","28.356","42.967","72"
"Kuwait City","28.634","42.898","73"
"Kuwait City","28.916","42.848","74"
"Kuwait City","29.2","42.818","75"
"Kuwait City","29.485","42.809","76"
"Kuwait City","29.769","42.82","77"
"Kuwait City","30.053","42.852","78"
"Kuwait City","30.334","42.906","79"
"Kuwait City","30.612","42.98","80"
"Kuwait City","30.885","43.075","81"
"Kuwait City","31.153","43.19","82"
"Kuwait City","31.413","43.325","83"
"Kuwait City","31.666","43.481","84"
"Kuwait City","31.909","43.656","85"
"Kuwait City","32.142","43.849","86"
"Kuwait City","32.364","44.06","87"
"Kuwait City","32.574","44.289","88"
"Kuwait City","32.771","44.534","89"
"Kuwait City","32.953","44.794","90"
"Kuwait City","33.121","45.069","91"
"Kuwait City","33.274","45.357","92"
"Kuwait City","33.41","45.657","93"
"Kuwait City","33.53","45.967","94"
"Kuwait City","33.632","46.286","95"
"Kuwait City","33.716","46.614","96"
"Kuwait City","33.781","46.947","97"
"Kuwait City","33.829","47.285","98"
"Kuwait City","33.857","47.627","99"
"Kuwait City","33.867","47.97","100"
"Kyrenia (Girne)","39.837","33.31","1"
"Kyrenia (Girne)","39.827","33.681","2"
"Kyrenia (Girne)","39.798","34.05","3"
"Kyrenia (Girne)","39.75","34.416","4"
"Kyrenia (Girne)","39.684","34.776","5"
"Kyrenia (Girne)","39.599","35.129","6"
"Kyrenia (Girne)","39.496","35.474","7"
"Kyrenia (Girne)","39.375","35.808","8"
"Kyrenia (Girne)","39.237","36.131","9"
"Kyrenia (Girne)","39.083","36.44","10"
"Kyrenia (Girne)","38.914","36.735","11"
"Kyrenia (Girne)","38.729","37.014","12"
"Kyrenia (Girne)","38.531","37.276","13"
"Kyrenia (Girne)","38.319","37.52","14"
"Kyrenia (Girne)","38.095","37.745","15"
"Kyrenia (Girne)","37.861","37.95","16"
"Kyrenia (Girne)","37.616","38.134","17"
"Kyrenia (Girne)","37.362","38.298","18"
"Kyrenia (Girne)","37.1","38.44","19"
"Kyrenia (Girne)","36.832","38.56","20"
"Kyrenia (Girne)","36.558","38.658","21"
"Kyrenia (Girne)","36.279","38.733","22"
"Kyrenia (Girne)","35.998","38.786","23"
"Kyrenia (Girne)","35.714","38.817","24"
"Kyrenia (Girne)","35.429","38.825","25"
"Kyrenia (Girne)","35.144","38.811","26"
"Kyrenia (Girne)","34.86","38.775","27"
"Kyrenia (Girne)","34.579","38.718","28"
"Kyrenia (Girne)","34.302","38.64","29"
"Kyrenia (Girne)","34.028","38.541","30"
"Kyrenia (Girne)","33.761","38.423","31"
"Kyrenia (Girne)","33.5","38.285","32"
"Kyrenia (Girne)","33.247","38.128","33"
"Kyrenia (Girne)","33.002","37.954","34"
"Kyrenia (Girne)","32.767","37.762","35"
"Kyrenia (Girne)","32.542","37.554","36"
"Kyrenia (Girne)","32.328","37.331","37"
"Kyrenia (Girne)","32.126","37.093","38"
"Kyrenia (Girne)","31.937","36.842","39"
"Kyrenia (Girne)","31.761","36.578","40"
"Kyrenia (Girne)","31.599","36.302","41"
"Kyrenia (Girne)","31.451","36.016","42"
"Kyrenia (Girne)","31.319","35.72","43"
"Kyrenia (Girne)","31.202","35.416","44"
"Kyrenia (Girne)","31.101","35.105","45"
"Kyrenia (Girne)","31.016","34.787","46"
"Kyrenia (Girne)","30.948","34.464","47"
"Kyrenia (Girne)","30.897","34.137","48"
"Kyrenia (Girne)","30.863","33.807","49"
"Kyrenia (Girne)","30.846","33.476","50"
"Kyrenia (Girne)","30.846","33.144","51"
"Kyrenia (Girne)","30.863","32.813","52"
"Kyrenia (Girne)","30.897","32.483","53"
"Kyrenia (Girne)","30.948","32.156","54"
"Kyrenia (Girne)","31.016","31.833","55"
"Kyrenia (Girne)","31.101","31.515","56"
"Kyrenia (Girne)","31.202","31.204","57"
"Kyrenia (Girne)","31.319","30.9","58"
"Kyrenia (Girne)","31.451","30.604","59"
"Kyrenia (Girne)","31.599","30.318","60"
"Kyrenia (Girne)","31.761","30.042","61"
"Kyrenia (Girne)","31.937","29.778","62"
"Kyrenia (Girne)","32.126","29.527","63"
"Kyrenia (Girne)","32.328","29.289","64"
"Kyrenia (Girne)","32.542","29.066","65"
"Kyrenia (Girne)","32.767","28.858","66"
"Kyrenia (Girne)","33.002","28.666","67"
"Kyrenia (Girne)","33.247","28.492","68"
"Kyrenia (Girne)","33.5","28.335","69"
"Kyrenia (Girne)","33.761","28.197","70"
"Kyrenia (Girne)","34.028","28.079","71"
"Kyrenia (Girne)","34.302","27.98","72"
"Kyrenia (Girne)","34.579","27.902","73"
"Kyrenia (Girne)","34.86","27.845","74"
"Kyrenia (Girne)","35.144","27.809","75"
"Kyrenia (Girne)","35.429","27.795","76"
"Kyrenia (Girne)","35.714","27.803","77"
"Kyrenia (Girne)","35.998","27.834","78"
"Kyrenia (Girne)","36.279","27.887","79"
"Kyrenia (Girne)","36.558","27.962","80"
"Kyrenia (Girne)","36.832","28.06","81"
"Kyrenia (Girne)","37.1","28.18","82"
"Kyrenia (Girne)","37.362","28.322","83"
"Kyrenia (Girne)","37.616","28.486","84"
"Kyrenia (Girne)","37.861","28.67","85"
"Kyrenia (Girne)","38.095","28.875","86"
"Kyrenia (Girne)","38.319","29.1","87"
"Kyrenia (Girne)","38.531","29.344","88"
"Kyrenia (Girne)","38.729","29.606","89"
"Kyrenia (Girne)","38.914","29.885","90"
"Kyrenia (Girne)","39.083","30.18","91"
"Kyrenia (Girne)","39.237","30.489","92"
"Kyrenia (Girne)","39.375","30.812","93"
"Kyrenia (Girne)","39.496","31.146","94"
"Kyrenia (Girne)","39.599","31.491","95"
"Kyrenia (Girne)","39.684","31.844","96"
"Kyrenia (Girne)","39.75","32.204","97"
"Kyrenia (Girne)","39.798","32.57","98"
"Kyrenia (Girne)","39.827","32.939","99"
"Kyrenia (Girne)","39.837","33.31","100"
"Famagusta","39.617","33.94","1"
"Famagusta","39.607","34.31","2"
"Famagusta","39.578","34.678","3"
"Famagusta","39.53","35.042","4"
"Famagusta","39.464","35.401","5"
"Famagusta","39.379","35.754","6"
"Famagusta","39.276","36.097","7"
"Famagusta","39.155","36.431","8"
"Famagusta","39.017","36.752","9"
"Famagusta","38.864","37.061","10"
"Famagusta","38.694","37.354","11"
"Famagusta","38.509","37.632","12"
"Famagusta","38.311","37.894","13"
"Famagusta","38.1","38.137","14"
"Famagusta","37.876","38.361","15"
"Famagusta","37.641","38.566","16"
"Famagusta","37.397","38.75","17"
"Famagusta","37.143","38.913","18"
"Famagusta","36.881","39.055","19"
"Famagusta","36.613","39.175","20"
"Famagusta","36.339","39.273","21"
"Famagusta","36.06","39.348","22"
"Famagusta","35.779","39.401","23"
"Famagusta","35.495","39.432","24"
"Famagusta","35.21","39.44","25"
"Famagusta","34.925","39.426","26"
"Famagusta","34.641","39.391","27"
"Famagusta","34.36","39.334","28"
"Famagusta","34.083","39.256","29"
"Famagusta","33.809","39.158","30"
"Famagusta","33.542","39.04","31"
"Famagusta","33.281","38.902","32"
"Famagusta","33.028","38.746","33"
"Famagusta","32.783","38.572","34"
"Famagusta","32.548","38.381","35"
"Famagusta","32.322","38.174","36"
"Famagusta","32.109","37.951","37"
"Famagusta","31.907","37.714","38"
"Famagusta","31.717","37.463","39"
"Famagusta","31.541","37.2","40"
"Famagusta","31.379","36.925","41"
"Famagusta","31.232","36.64","42"
"Famagusta","31.099","36.345","43"
"Famagusta","30.982","36.041","44"
"Famagusta","30.881","35.73","45"
"Famagusta","30.796","35.413","46"
"Famagusta","30.728","35.091","47"
"Famagusta","30.677","34.765","48"
"Famagusta","30.643","34.436","49"
"Famagusta","30.626","34.106","50"
"Famagusta","30.626","33.774","51"
"Famagusta","30.643","33.444","52"
"Famagusta","30.677","33.115","53"
"Famagusta","30.728","32.789","54"
"Famagusta","30.796","32.467","55"
"Famagusta","30.881","32.15","56"
"Famagusta","30.982","31.839","57"
"Famagusta","31.099","31.535","58"
"Famagusta","31.232","31.24","59"
"Famagusta","31.379","30.955","60"
"Famagusta","31.541","30.68","61"
"Famagusta","31.717","30.417","62"
"Famagusta","31.907","30.166","63"
"Famagusta","32.109","29.929","64"
"Famagusta","32.322","29.706","65"
"Famagusta","32.548","29.499","66"
"Famagusta","32.783","29.308","67"
"Famagusta","33.028","29.134","68"
"Famagusta","33.281","28.978","69"
"Famagusta","33.542","28.84","70"
"Famagusta","33.809","28.722","71"
"Famagusta","34.083","28.624","72"
"Famagusta","34.36","28.546","73"
"Famagusta","34.641","28.489","74"
"Famagusta","34.925","28.454","75"
"Famagusta","35.21","28.44","76"
"Famagusta","35.495","28.448","77"
"Famagusta","35.779","28.479","78"
"Famagusta","36.06","28.532","79"
"Famagusta","36.339","28.607","80"
"Famagusta","36.613","28.705","81"
"Famagusta","36.881","28.825","82"
"Famagusta","37.143","28.967","83"
"Famagusta","37.397","29.13","84"
"Famagusta","37.641","29.314","85"
"Famagusta","37.876","29.519","86"
"Famagusta","38.1","29.743","87"
"Famagusta","38.311","29.986","88"
"Famagusta","38.509","30.248","89"
"Famagusta","38.694","30.526","90"
"Famagusta","38.864","30.819","91"
"Famagusta","39.017","31.128","92"
"Famagusta","39.155","31.449","93"
"Famagusta","39.276","31.783","94"
"Famagusta","39.379","32.126","95"
"Famagusta","39.464","32.479","96"
"Famagusta","39.53","32.838","97"
"Famagusta","39.578","33.202","98"
"Famagusta","39.607","33.57","99"
"Famagusta","39.617","33.94","100"
"Lefka","39.607","32.85","1"
"Lefka","39.597","33.22","2"
"Lefka","39.568","33.588","3"
"Lefka","39.52","33.952","4"
"Lefka","39.454","34.311","5"
"Lefka","39.369","34.663","6"
"Lefka","39.266","35.007","7"
"Lefka","39.145","35.34","8"
"Lefka","39.008","35.662","9"
"Lefka","38.854","35.97","10"
"Lefka","38.684","36.264","11"
"Lefka","38.5","36.542","12"
"Lefka","38.301","36.803","13"
"Lefka","38.09","37.046","14"
"Lefka","37.866","37.271","15"
"Lefka","37.631","37.475","16"
"Lefka","37.387","37.66","17"
"Lefka","37.133","37.823","18"
"Lefka","36.871","37.964","19"
"Lefka","36.603","38.084","20"
"Lefka","36.329","38.182","21"
"Lefka","36.051","38.257","22"
"Lefka","35.769","38.31","23"
"Lefka","35.485","38.341","24"
"Lefka","35.2","38.349","25"
"Lefka","34.915","38.336","26"
"Lefka","34.631","38.3","27"
"Lefka","34.35","38.243","28"
"Lefka","34.073","38.166","29"
"Lefka","33.799","38.067","30"
"Lefka","33.532","37.949","31"
"Lefka","33.271","37.812","32"
"Lefka","33.018","37.656","33"
"Lefka","32.773","37.482","34"
"Lefka","32.538","37.291","35"
"Lefka","32.313","37.083","36"
"Lefka","32.099","36.861","37"
"Lefka","31.897","36.624","38"
"Lefka","31.707","36.373","39"
"Lefka","31.531","36.11","40"
"Lefka","31.369","35.835","41"
"Lefka","31.222","35.549","42"
"Lefka","31.089","35.254","43"
"Lefka","30.972","34.951","44"
"Lefka","30.871","34.64","45"
"Lefka","30.787","34.323","46"
"Lefka","30.718","34.001","47"
"Lefka","30.667","33.675","48"
"Lefka","30.633","33.346","49"
"Lefka","30.616","33.016","50"
"Lefka","30.616","32.684","51"
"Lefka","30.633","32.354","52"
"Lefka","30.667","32.025","53"
"Lefka","30.718","31.699","54"
"Lefka","30.787","31.377","55"
"Lefka","30.871","31.06","56"
"Lefka","30.972","30.749","57"
"Lefka","31.089","30.446","58"
"Lefka","31.222","30.151","59"
"Lefka","31.369","29.865","60"
"Lefka","31.531","29.59","61"
"Lefka","31.707","29.327","62"
"Lefka","31.897","29.076","63"
"Lefka","32.099","28.839","64"
"Lefka","32.313","28.617","65"
"Lefka","32.538","28.409","66"
"Lefka","32.773","28.218","67"
"Lefka","33.018","28.044","68"
"Lefka","33.271","27.888","69"
"Lefka","33.532","27.751","70"
"Lefka","33.799","27.633","71"
"Lefka","34.073","27.534","72"
"Lefka","34.35","27.457","73"
"Lefka","34.631","27.4","74"
"Lefka","34.915","27.364","75"
"Lefka","35.2","27.351","76"
"Lefka","35.485","27.359","77"
"Lefka","35.769","27.39","78"
"Lefka","36.051","27.443","79"
"Lefka","36.329","27.518","80"
"Lefka","36.603","27.616","81"
"Lefka","36.871","27.736","82"
"Lefka","37.133","27.877","83"
"Lefka","37.387","28.04","84"
"Lefka","37.631","28.225","85"
"Lefka","37.866","28.429","86"
"Lefka","38.09","28.654","87"
"Lefka","38.301","28.897","88"
"Lefka","38.5","29.158","89"
"Lefka","38.684","29.436","90"
"Lefka","38.854","29.73","91"
"Lefka","39.008","30.038","92"
"Lefka","39.145","30.36","93"
"Lefka","39.266","30.693","94"
"Lefka","39.369","31.037","95"
"Lefka","39.454","31.389","96"
"Lefka","39.52","31.748","97"
"Lefka","39.568","32.112","98"
"Lefka","39.597","32.48","99"
"Lefka","39.607","32.85","100"
"northeastern Cambodia","18.087","106.38","1"
"northeastern Cambodia","18.077","106.68","2"
"northeastern Cambodia","18.05","106.98","3"
"northeastern Cambodia","18.004","107.27","4"
"northeastern Cambodia","17.939","107.57","5"
"northeastern Cambodia","17.857","107.85","6"
"northeastern Cambodia","17.758","108.13","7"
"northeastern Cambodia","17.641","108.41","8"
"northeastern Cambodia","17.508","108.67","9"
"northeastern Cambodia","17.359","108.93","10"
"northeastern Cambodia","17.194","109.17","11"
"northeastern Cambodia","17.015","109.4","12"
"northeastern Cambodia","16.822","109.62","13"
"northeastern Cambodia","16.616","109.83","14"
"northeastern Cambodia","16.398","110.02","15"
"northeastern Cambodia","16.168","110.19","16"
"northeastern Cambodia","15.928","110.35","17"
"northeastern Cambodia","15.678","110.5","18"
"northeastern Cambodia","15.421","110.62","19"
"northeastern Cambodia","15.156","110.73","20"
"northeastern Cambodia","14.885","110.82","21"
"northeastern Cambodia","14.609","110.9","22"
"northeastern Cambodia","14.329","110.95","23"
"northeastern Cambodia","14.046","110.99","24"
"northeastern Cambodia","13.761","111","25"
"northeastern Cambodia","13.476","111","26"
"northeastern Cambodia","13.192","110.98","27"
"northeastern Cambodia","12.909","110.95","28"
"northeastern Cambodia","12.629","110.89","29"
"northeastern Cambodia","12.353","110.82","30"
"northeastern Cambodia","12.083","110.73","31"
"northeastern Cambodia","11.818","110.62","32"
"northeastern Cambodia","11.561","110.49","33"
"northeastern Cambodia","11.312","110.35","34"
"northeastern Cambodia","11.072","110.19","35"
"northeastern Cambodia","10.842","110.02","36"
"northeastern Cambodia","10.623","109.84","37"
"northeastern Cambodia","10.416","109.64","38"
"northeastern Cambodia","10.222","109.42","39"
"northeastern Cambodia","10.041","109.2","40"
"northeastern Cambodia","9.8739","108.97","41"
"northeastern Cambodia","9.7219","108.72","42"
"northeastern Cambodia","9.5853","108.47","43"
"northeastern Cambodia","9.4645","108.21","44"
"northeastern Cambodia","9.3602","107.94","45"
"northeastern Cambodia","9.2726","107.66","46"
"northeastern Cambodia","9.2021","107.38","47"
"northeastern Cambodia","9.1489","107.1","48"
"northeastern Cambodia","9.1134","106.81","49"
"northeastern Cambodia","9.0956","106.52","50"
"northeastern Cambodia","9.0956","106.24","51"
"northeastern Cambodia","9.1134","105.95","52"
"northeastern Cambodia","9.1489","105.66","53"
"northeastern Cambodia","9.2021","105.38","54"
"northeastern Cambodia","9.2726","105.1","55"
"northeastern Cambodia","9.3602","104.82","56"
"northeastern Cambodia","9.4645","104.55","57"
"northeastern Cambodia","9.5853","104.29","58"
"northeastern Cambodia","9.7219","104.04","59"
"northeastern Cambodia","9.8739","103.79","60"
"northeastern Cambodia","10.041","103.56","61"
"northeastern Cambodia","10.222","103.34","62"
"northeastern Cambodia","10.416","103.12","63"
"northeastern Cambodia","10.623","102.92","64"
"northeastern Cambodia","10.842","102.74","65"
"northeastern Cambodia","11.072","102.57","66"
"northeastern Cambodia","11.312","102.41","67"
"northeastern Cambodia","11.561","102.27","68"
"northeastern Cambodia","11.818","102.14","69"
"northeastern Cambodia","12.083","102.03","70"
"northeastern Cambodia","12.353","101.94","71"
"northeastern Cambodia","12.629","101.87","72"
"northeastern Cambodia","12.909","101.81","73"
"northeastern Cambodia","13.192","101.78","74"
"northeastern Cambodia","13.476","101.76","75"
"northeastern Cambodia","13.761","101.76","76"
"northeastern Cambodia","14.046","101.77","77"
"northeastern Cambodia","14.329","101.81","78"
"northeastern Cambodia","14.609","101.86","79"
"northeastern Cambodia","14.885","101.94","80"
"northeastern Cambodia","15.156","102.03","81"
"northeastern Cambodia","15.421","102.14","82"
"northeastern Cambodia","15.678","102.26","83"
"northeastern Cambodia","15.928","102.41","84"
"northeastern Cambodia","16.168","102.57","85"
"northeastern Cambodia","16.398","102.74","86"
"northeastern Cambodia","16.616","102.93","87"
"northeastern Cambodia","16.822","103.14","88"
"northeastern Cambodia","17.015","103.36","89"
"northeastern Cambodia","17.194","103.59","90"
"northeastern Cambodia","17.359","103.83","91"
"northeastern Cambodia","17.508","104.09","92"
"northeastern Cambodia","17.641","104.35","93"
"northeastern Cambodia","17.758","104.63","94"
"northeastern Cambodia","17.857","104.91","95"
"northeastern Cambodia","17.939","105.19","96"
"northeastern Cambodia","18.004","105.49","97"
"northeastern Cambodia","18.05","105.78","98"
"northeastern Cambodia","18.077","106.08","99"
"northeastern Cambodia","18.087","106.38","100"
"easten Cambodia","16.047","104.92","1"
"easten Cambodia","16.037","105.22","2"
"easten Cambodia","16.01","105.51","3"
"easten Cambodia","15.964","105.8","4"
"easten Cambodia","15.9","106.09","5"
"easten Cambodia","15.818","106.38","6"
"easten Cambodia","15.719","106.65","7"
"easten Cambodia","15.603","106.92","8"
"easten Cambodia","15.47","107.19","9"
"easten Cambodia","15.321","107.44","10"
"easten Cambodia","15.157","107.68","11"
"easten Cambodia","14.978","107.91","12"
"easten Cambodia","14.785","108.13","13"
"easten Cambodia","14.58","108.33","14"
"easten Cambodia","14.362","108.52","15"
"easten Cambodia","14.132","108.7","16"
"easten Cambodia","13.893","108.86","17"
"easten Cambodia","13.644","109","18"
"easten Cambodia","13.386","109.12","19"
"easten Cambodia","13.122","109.23","20"
"easten Cambodia","12.851","109.32","21"
"easten Cambodia","12.575","109.4","22"
"easten Cambodia","12.295","109.45","23"
"easten Cambodia","12.012","109.49","24"
"easten Cambodia","11.728","109.51","25"
"easten Cambodia","11.443","109.51","26"
"easten Cambodia","11.158","109.49","27"
"easten Cambodia","10.875","109.45","28"
"easten Cambodia","10.596","109.4","29"
"easten Cambodia","10.32","109.33","30"
"easten Cambodia","10.049","109.24","31"
"easten Cambodia","9.7838","109.13","32"
"easten Cambodia","9.5261","109","33"
"easten Cambodia","9.2766","108.86","34"
"easten Cambodia","9.0362","108.71","35"
"easten Cambodia","8.8059","108.54","36"
"easten Cambodia","8.5867","108.36","37"
"easten Cambodia","8.3792","108.16","38"
"easten Cambodia","8.1845","107.95","39"
"easten Cambodia","8.0032","107.73","40"
"easten Cambodia","7.836","107.49","41"
"easten Cambodia","7.6836","107.25","42"
"easten Cambodia","7.5466","107","43"
"easten Cambodia","7.4256","106.74","44"
"easten Cambodia","7.3209","106.47","45"
"easten Cambodia","7.2331","106.2","46"
"easten Cambodia","7.1624","105.92","47"
"easten Cambodia","7.1091","105.64","48"
"easten Cambodia","7.0735","105.35","49"
"easten Cambodia","7.0556","105.06","50"
"easten Cambodia","7.0556","104.78","51"
"easten Cambodia","7.0735","104.49","52"
"easten Cambodia","7.1091","104.2","53"
"easten Cambodia","7.1624","103.92","54"
"easten Cambodia","7.2331","103.64","55"
"easten Cambodia","7.3209","103.37","56"
"easten Cambodia","7.4256","103.1","57"
"easten Cambodia","7.5466","102.84","58"
"easten Cambodia","7.6836","102.59","59"
"easten Cambodia","7.836","102.35","60"
"easten Cambodia","8.0032","102.11","61"
"easten Cambodia","8.1845","101.89","62"
"easten Cambodia","8.3792","101.68","63"
"easten Cambodia","8.5867","101.48","64"
"easten Cambodia","8.8059","101.3","65"
"easten Cambodia","9.0362","101.13","66"
"easten Cambodia","9.2766","100.98","67"
"easten Cambodia","9.5261","100.84","68"
"easten Cambodia","9.7838","100.71","69"
"easten Cambodia","10.049","100.6","70"
"easten Cambodia","10.32","100.51","71"
"easten Cambodia","10.596","100.44","72"
"easten Cambodia","10.875","100.39","73"
"easten Cambodia","11.158","100.35","74"
"easten Cambodia","11.443","100.33","75"
"easten Cambodia","11.728","100.33","76"
"easten Cambodia","12.012","100.35","77"
"easten Cambodia","12.295","100.39","78"
"easten Cambodia","12.575","100.44","79"
"easten Cambodia","12.851","100.52","80"
"easten Cambodia","13.122","100.61","81"
"easten Cambodia","13.386","100.72","82"
"easten Cambodia","13.644","100.84","83"
"easten Cambodia","13.893","100.98","84"
"easten Cambodia","14.132","101.14","85"
"easten Cambodia","14.362","101.32","86"
"easten Cambodia","14.58","101.51","87"
"easten Cambodia","14.785","101.71","88"
"easten Cambodia","14.978","101.93","89"
"easten Cambodia","15.157","102.16","90"
"easten Cambodia","15.321","102.4","91"
"easten Cambodia","15.47","102.65","92"
"easten Cambodia","15.603","102.92","93"
"easten Cambodia","15.719","103.19","94"
"easten Cambodia","15.818","103.46","95"
"easten Cambodia","15.9","103.75","96"
"easten Cambodia","15.964","104.04","97"
"easten Cambodia","16.01","104.33","98"
"easten Cambodia","16.037","104.62","99"
"easten Cambodia","16.047","104.92","100"
"Phnom Penh","16.037","104.89","1"
"Phnom Penh","16.027","105.19","2"
"Phnom Penh","16","105.48","3"
"Phnom Penh","15.954","105.77","4"
"Phnom Penh","15.89","106.06","5"
"Phnom Penh","15.808","106.35","6"
"Phnom Penh","15.709","106.62","7"
"Phnom Penh","15.593","106.89","8"
"Phnom Penh","15.46","107.16","9"
"Phnom Penh","15.311","107.41","10"
"Phnom Penh","15.147","107.65","11"
"Phnom Penh","14.968","107.88","12"
"Phnom Penh","14.775","108.1","13"
"Phnom Penh","14.57","108.3","14"
"Phnom Penh","14.352","108.49","15"
"Phnom Penh","14.122","108.67","16"
"Phnom Penh","13.883","108.82","17"
"Phnom Penh","13.634","108.97","18"
"Phnom Penh","13.376","109.09","19"
"Phnom Penh","13.112","109.2","20"
"Phnom Penh","12.841","109.29","21"
"Phnom Penh","12.565","109.37","22"
"Phnom Penh","12.285","109.42","23"
